Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2022-10-10,34.251666666666665,74.178,11.608333333333334,19.848333333333333,17.921666666666667,24.556,12.22166666666667,0.7000000000000001,27.75,1.6933333333333334,1.6966666666666665,0.745,,0.48600000000000004,0.742,28.618333333333336,80.84166666666667,0.35000000000000003,180.24333333333334,0.308,29.54,128.735,752.9883333333333,-0.05
2022-10-11,32.25333333333334,61.714,10.913333333333334,21.30666666666667,19.776666666666667,24.986,9.325000000000001,0.7516666666666666,25.348333333333333,1.585,2.783333333333333,0.8066666666666666,,0.982,0.812,27.349999999999998,88.17999999999999,0.25333333333333335,200.46166666666667,0.10400000000000001,9.8,89.82,752.6933333333333,-0.05
2022-10-12,35.51,80.88,10.96,24.011666666666667,20.746666666666666,23.548000000000002,8.885,0.7866666666666666,23.75833333333333,2.6799999999999997,2.7983333333333333,0.8849999999999999,,0.974,0.986,28.054999999999996,84.14166666666667,0.22666666666666668,167.80333333333334,0.0,0.08,149.085,752.8183333333333,-0.05
2022-10-13,43.16166666666667,111.306,14.981666666666667,28.305000000000003,27.076666666666668,16.75,9.911666666666667,0.7833333333333333,26.515,1.8183333333333334,2.485,0.8083333333333332,,0.564,1.0619999999999998,28.883333333333336,76.12666666666667,0.25333333333333335,201.45833333333334,0.0,0.04,201.38666666666666,752.9533333333334,-0.05
2022-10-14,41.85166666666667,102.75399999999999,10.151666666666666,27.916666666666668,21.411666666666665,17.412,9.796666666666667,0.6883333333333334,27.756666666666664,2.8699999999999997,2.69,1.5616666666666665,,0.404,0.5660000000000001,28.508333333333336,72.04,0.25166666666666665,230.22000000000003,0.0,0.0,173.05166666666665,752.8866666666667,-0.05
2022-10-15,59.026666666666664,143.838,10.018333333333333,28.116666666666664,22.25,16.056,9.908333333333333,0.7866666666666666,36.62833333333333,2.5,1.9133333333333333,0.73,,0.43600000000000005,0.42800000000000005,27.995,70.47333333333333,0.26,219.79666666666665,0.0,0.0,184.38,752.8966666666666,-0.05
2022-10-16,60.001666666666665,157.73,12.528333333333334,25.406666666666666,20.921666666666667,15.2,10.44,0.88,50.47833333333333,2.078333333333333,1.7716666666666665,0.7366666666666667,,0.48,0.462,28.075,63.998333333333335,0.27,198.00333333333333,0.0,0.0,173.79999999999998,753.1783333333333,-0.05
2022-10-17,67.58833333333332,146.246,22.759999999999998,26.548000000000002,20.356,18.009999999999998,9.133333333333333,0.7283333333333334,44.51333333333333,1.9616666666666667,1.6983333333333333,0.62,,0.466,0.466,28.243333333333336,61.324999999999996,0.265,223.78833333333333,0.0,0.0,165.35166666666666,753.1783333333333,-0.05
2022-10-18,76.97,173.228,10.086666666666666,36.4,26.528333333333336,19.022,9.918333333333333,0.9466666666666667,40.983333333333334,2.953333333333333,2.725,0.9833333333333334,,0.496,0.518,27.736666666666665,67.49166666666666,0.2333333333333333,197.8216666666667,0.0,0.0,154.43166666666667,753.0216666666666,-0.05
2022-10-19,81.12166666666667,179.858,8.601666666666667,28.268333333333334,21.41,19.318,8.048333333333334,0.8733333333333334,38.25833333333333,2.341666666666667,2.1333333333333333,0.73,,0.458,0.49799999999999994,27.668333333333333,70.12,0.3016666666666667,223.04166666666666,0.0,0.0,157.24,753.025,-0.04
2022-10-20,97.51833333333333,214.156,9.246666666666666,35.04,25.210000000000004,19.64,8.674999999999999,1.065,36.805,3.1199999999999997,1.9466666666666665,1.01,,0.462,0.46799999999999997,27.21166666666667,74.53500000000001,0.245,218.32666666666668,0.002,0.12,129.14000000000001,753.2766666666666,-0.05
2022-10-21,109.70666666666666,232.27399999999997,18.49833333333333,42.12,36.781666666666666,20.298,9.811666666666666,1.205,32.79,3.7549999999999994,2.305,1.116666666666667,,0.67,0.782,27.668333333333337,71.87,0.19166666666666665,200.62,0.0,0.0,142.26500000000001,753.4266666666667,-0.05
2022-10-22,109.25166666666667,232.378,18.995,39.49,33.84166666666667,17.669999999999998,9.0,1.1216666666666666,39.26333333333333,4.576666666666666,2.255,1.3949999999999998,,0.764,0.8019999999999999,27.391666666666666,69.61666666666666,0.22333333333333336,194.01500000000001,0.0,0.0,160.46666666666667,753.5416666666666,-0.05
2022-10-23,80.13,158.37,6.864999999999999,26.771666666666665,17.900000000000002,16.012,7.896666666666667,0.6083333333333333,48.74666666666667,2.1366666666666667,1.3883333333333334,0.5266666666666666,,0.466,0.45600000000000007,27.906666666666666,60.88833333333334,0.36666666666666664,236.82333333333335,0.0,0.0,166.52666666666667,753.1516666666666,-0.04
2022-10-24,102.40166666666666,177.868,8.873333333333333,24.82166666666667,19.841666666666665,15.256,8.326666666666666,0.725,39.64666666666667,2.078333333333333,1.5383333333333333,0.6066666666666667,,0.48,0.51,27.804999999999996,67.43833333333333,0.29,187.64499999999998,0.0,0.0,168.355,752.3766666666667,-0.05
2022-10-25,75.64999999999999,163.816,6.715,25.403333333333336,18.275000000000002,16.974,9.183333333333334,0.6816666666666666,37.098333333333336,1.8483333333333334,1.4516666666666669,0.5916666666666667,,0.356,0.33399999999999996,27.265,62.574999999999996,0.5266666666666667,208.29833333333332,0.0,0.0,176.59,752.4366666666666,-0.05
2022-10-26,89.22166666666668,186.66199999999998,10.391666666666667,39.55833333333333,28.286666666666665,16.916,9.135,0.9233333333333333,39.6,2.7549999999999994,1.5866666666666667,0.8716666666666667,,0.446,0.45999999999999996,26.67833333333333,60.35,0.26,210.705,0.0,0.0,161.97166666666666,753.1266666666667,-0.05
2022-10-27,118.03333333333332,242.196,14.255,45.59166666666667,33.81333333333333,18.354,9.315,1.1033333333333333,35.79333333333333,3.8066666666666666,1.9916666666666665,1.045,,0.49400000000000005,0.502,26.081666666666667,64.175,0.25166666666666665,214.1783333333333,0.0,0.0,152.54833333333332,753.1916666666666,-0.05
2022-10-28,117.18166666666667,240.89600000000002,14.674999999999999,44.49166666666667,33.895,19.346,10.333333333333334,1.1016666666666668,45.50833333333333,3.9499999999999997,1.88,0.93,,0.542,0.5900000000000001,25.981666666666666,63.94,0.22833333333333336,204.40166666666667,0.0,0.0,150.08166666666668,753.1666666666666,-0.05
2022-10-29,128.16833333333332,239.248,12.701666666666668,38.910000000000004,30.301666666666666,19.381999999999998,11.135,1.2633333333333334,43.22833333333333,4.966666666666667,2.195,1.02,,0.6,0.674,26.175,67.13166666666666,0.22166666666666668,205.61833333333334,0.0,0.0,147.86333333333332,753.1783333333333,-0.05
2022-10-30,106.165,186.93800000000002,9.1,28.958333333333332,22.31833333333333,18.406,9.334999999999999,0.8999999999999999,37.53666666666667,2.645,1.4216666666666669,0.5,,0.45,0.516,26.778333333333332,66.01333333333334,0.27,213.30166666666665,0.0,0.0,158.97166666666666,753.195,-0.05
2022-10-31,85.41000000000001,164.68,10.375,29.135,22.06833333333333,17.166,9.678333333333333,0.8583333333333334,38.195,1.305,1.4349999999999998,0.5,,0.40199999999999997,0.4600000000000001,27.163333333333338,63.576666666666675,0.23833333333333337,208.94833333333335,0.0,0.0,166.36666666666665,753.2233333333334,-0.05
2022-11-01,61.30166666666667,140.748,11.276666666666666,31.77333333333333,25.165000000000003,17.363999999999997,9.818333333333333,0.7733333333333333,37.52166666666667,1.2550000000000001,1.3716666666666668,0.4466666666666667,,0.39,0.434,27.115,60.91166666666667,0.2333333333333333,216.13666666666666,0.0,0.0,147.3083333333333,753.2933333333334,-0.05
2022-11-02,74.36333333333333,162.226,9.093333333333334,38.99333333333333,27.099999999999998,17.232,9.885,0.8466666666666667,37.598333333333336,1.5,1.5133333333333334,0.44999999999999996,,0.34199999999999997,0.358,26.73,58.76,0.34833333333333333,234.96333333333334,0.0,0.0,149.23333333333335,753.055,-0.04
2022-11-03,90.50666666666666,205.07599999999996,16.06,46.071666666666665,37.266666666666666,18.452,10.986666666666666,1.2383333333333333,30.683333333333334,2.308333333333333,1.9533333333333334,1.1016666666666668,,0.6060000000000001,0.794,26.03833333333333,62.95333333333334,0.225,193.06500000000003,0.0,0.0,143.01666666666665,752.9900000000001,-0.05
2022-11-04,112.91000000000001,264.616,33.51833333333334,60.18166666666667,54.68833333333333,21.5,11.223333333333334,1.545,35.333333333333336,2.9583333333333335,2.591666666666667,1.4716666666666667,,0.9019999999999999,1.1800000000000002,25.92,62.40833333333333,0.20166666666666666,163.02833333333334,0.0,0.0,149.0,753.2566666666667,-0.05
